ax,ay,az,gx,gy,gz,target
6.17,-1.64,7.51,0.37,-0.1,0.0,ANOM1
5.77,-2.25,8.43,0.34,-0.11,0.01,ANOM1
5.95,-1.39,8.16,0.36,-0.09,-0.01,ANOM1
6.44,-1.49,7.62,0.41,-0.1,-0.03,ANOM1
6.0,-1.0,7.79,0.38,-0.08,-0.07,ANOM1
5.21,-1.56,8.7,0.31,-0.07,-0.06,ANOM1
5.76,-0.61,7.92,0.35,-0.07,-0.08,ANOM1
6.62,-0.72,7.56,0.38,-0.12,-0.1,ANOM1
6.3,-0.54,8.11,0.35,-0.12,-0.12,ANOM1
5.5,-0.25,8.44,0.28,-0.08,-0.11,ANOM1
5.72,0.29,7.84,0.33,-0.07,-0.09,ANOM1
6.29,-0.07,7.56,0.35,-0.1,-0.08,ANOM1
6.28,-0.02,7.73,0.29,-0.11,-0.09,ANOM1
6.0,0.28,7.99,0.24,-0.1,-0.06,ANOM1
6.23,0.37,7.97,0.29,-0.11,-0.03,ANOM1
6.24,-0.18,7.98,0.3,-0.12,0.01,ANOM1
5.82,0.19,7.83,0.25,-0.09,-0.01,ANOM1
5.69,0.25,7.8,0.22,-0.08,0.02,ANOM1
6.44,0.11,7.53,0.26,-0.11,0.05,ANOM1
6.74,-0.4,7.92,0.26,-0.14,0.09,ANOM1
6.15,-0.15,8.1,0.22,-0.09,0.06,ANOM1
5.77,0.11,7.82,0.18,-0.06,0.06,ANOM1
6.24,-0.78,7.67,0.22,-0.08,0.08,ANOM1
6.51,-0.99,7.8,0.2,-0.11,0.1,ANOM1
6.47,-0.69,7.62,0.19,-0.08,0.05,ANOM1
6.34,-0.4,7.7,0.17,-0.07,0.03,ANOM1
6.17,-1.42,8.05,0.2,-0.08,0.06,ANOM1
5.76,-1.48,8.3,0.19,-0.08,0.07,ANOM1
5.95,-1.18,7.67,0.19,-0.05,0.02,ANOM1
6.47,-1.17,7.55,0.19,-0.07,0.03,ANOM1
6.29,-1.93,8.04,0.23,-0.09,0.07,ANOM1
5.87,-2.4,8.63,0.25,-0.09,0.09,ANOM1
5.74,-1.9,7.98,0.27,-0.05,0.04,ANOM1
5.85,-1.64,7.69,0.29,-0.06,0.03,ANOM1
5.83,-2.7,8.28,0.32,-0.1,0.06,ANOM1
5.87,-2.15,8.33,0.36,-0.1,0.05,ANOM1
6.28,-1.83,7.81,0.4,-0.09,0.0,ANOM1
6.14,-1.49,7.82,0.4,-0.09,-0.03,ANOM1
5.49,-2.01,8.31,0.38,-0.09,-0.02,ANOM1
5.55,-1.65,8.26,0.38,-0.09,-0.04,ANOM1
6.53,-1.02,7.35,0.4,-0.1,-0.08,ANOM1
6.65,-0.78,7.73,0.37,-0.12,-0.11,ANOM1
5.88,-1.03,8.49,0.33,-0.11,-0.1,ANOM1
5.71,-0.42,8.36,0.33,-0.08,-0.1,ANOM1
6.16,0.0,7.55,0.36,-0.08,-0.14,ANOM1
6.34,0.03,7.57,0.31,-0.1,-0.15,ANOM1
5.93,-0.23,8.32,0.26,-0.1,-0.12,ANOM1
6.05,0.44,8.02,0.29,-0.1,-0.09,ANOM1
6.62,0.29,7.81,0.32,-0.11,-0.08,ANOM1
6.04,0.38,7.94,0.27,-0.09,-0.08,ANOM1
5.46,0.17,8.24,0.22,-0.08,-0.04,ANOM1
6.02,0.34,7.69,0.26,-0.1,0.0,ANOM1
6.94,0.18,7.54,0.29,-0.14,0.04,ANOM1
6.31,0.15,8.07,0.24,-0.11,0.03,ANOM1
5.79,0.03,8.37,0.2,-0.09,0.06,ANOM1
5.94,0.13,7.77,0.23,-0.07,0.08,ANOM1
6.46,-0.5,7.6,0.24,-0.1,0.1,ANOM1
6.54,-0.5,7.63,0.2,-0.11,0.08,ANOM1
6.22,-0.23,7.84,0.15,-0.09,0.07,ANOM1
6.34,-0.69,7.92,0.21,-0.08,0.09,ANOM1
6.44,-1.24,7.92,0.21,-0.09,0.09,ANOM1
5.83,-1.11,7.95,0.17,-0.06,0.04,ANOM1
6.02,-0.9,7.63,0.14,-0.05,0.04,ANOM1
6.53,-1.35,7.65,0.19,-0.09,0.06,ANOM1
6.29,-1.72,8.23,0.21,-0.1,0.08,ANOM1
5.87,-1.75,8.16,0.18,-0.06,0.04,ANOM1
5.64,-1.13,7.92,0.17,-0.04,0.03,ANOM1
5.93,-1.74,7.77,0.23,-0.06,0.07,ANOM1
6.19,-2.34,8.11,0.25,-0.09,0.08,ANOM1
6.28,-1.59,7.88,0.25,-0.08,0.03,ANOM1
6.06,-1.32,7.94,0.26,-0.06,0.0,ANOM1
5.71,-2.14,8.34,0.29,-0.08,0.02,ANOM1
5.46,-1.93,8.39,0.31,-0.07,0.02,ANOM1
6.16,-1.64,7.52,0.3,-0.06,-0.04,ANOM1
6.52,-1.36,7.54,0.3,-0.07,-0.07,ANOM1
6.19,-2.1,8.26,0.31,-0.1,-0.03,ANOM1
5.56,-1.77,8.65,0.32,-0.06,-0.05,ANOM1
5.76,-1.34,7.85,0.36,-0.05,-0.09,ANOM1
5.86,-0.83,7.52,0.38,-0.06,-0.11,ANOM1
5.55,-1.59,8.32,0.39,-0.09,-0.09,ANOM1
5.94,-1.13,8.31,0.4,-0.1,-0.08,ANOM1
6.22,-0.3,7.53,0.42,-0.1,-0.1,ANOM1
5.95,-0.31,7.94,0.38,-0.11,-0.08,ANOM1
5.45,-0.71,8.28,0.32,-0.1,-0.05,ANOM1
5.37,-0.18,8.01,0.31,-0.09,-0.02,ANOM1
6.45,-0.23,7.45,0.34,-0.11,-0.04,ANOM1
6.58,-0.1,7.91,0.31,-0.14,-0.06,ANOM1
5.72,-0.4,8.67,0.3,-0.13,-0.04,ANOM1
5.66,0.23,8.08,0.33,-0.11,-0.03,ANOM1
6.32,-0.04,7.44,0.34,-0.13,-0.03,ANOM1
6.25,0.19,7.48,0.29,-0.12,-0.03,ANOM1
6.05,-0.18,8.11,0.22,-0.12,0.01,ANOM1
6.26,0.29,7.91,0.24,-0.11,0.04,ANOM1
6.6,-0.26,7.82,0.27,-0.12,0.05,ANOM1
6.09,-0.25,7.82,0.23,-0.1,0.02,ANOM1
5.89,-0.3,7.84,0.19,-0.09,0.04,ANOM1
6.31,-0.21,7.46,0.24,-0.09,0.04,ANOM1
7.08,-0.69,7.47,0.26,-0.14,0.06,ANOM1
6.48,-0.61,8.0,0.21,-0.11,0.04,ANOM1
5.73,-0.42,8.07,0.16,-0.05,0.04,ANOM1
6.08,-0.8,7.58,0.2,-0.07,0.07,ANOM1
6.8,-1.78,7.79,0.19,-0.11,0.09,ANOM1
6.29,-1.72,7.98,0.21,-0.08,0.04,ANOM1
6.29,-1.24,7.67,0.2,-0.07,0.04,ANOM1
6.36,-1.84,8.04,0.29,-0.07,0.04,ANOM1
5.74,-2.21,8.34,0.32,-0.08,0.07,ANOM1
5.56,-1.87,8.0,0.31,-0.04,0.02,ANOM1
6.04,-1.07,7.44,0.31,-0.06,0.02,ANOM1
6.42,-1.92,7.75,0.35,-0.11,0.06,ANOM1
5.84,-2.04,8.65,0.35,-0.12,0.08,ANOM1
5.66,-1.39,8.16,0.36,-0.06,0.02,ANOM1
5.87,-0.63,7.55,0.36,-0.05,-0.03,ANOM1
5.87,-1.77,8.12,0.37,-0.1,0.0,ANOM1
5.78,-1.24,8.26,0.36,-0.11,-0.01,ANOM1
6.19,-0.54,7.64,0.35,-0.08,-0.08,ANOM1
6.47,0.03,7.67,0.34,-0.1,-0.08,ANOM1
5.7,-1.1,8.56,0.31,-0.1,-0.05,ANOM1
5.23,-0.43,8.42,0.28,-0.07,-0.05,ANOM1
6.31,0.06,7.1,0.3,-0.08,-0.09,ANOM1
6.74,0.16,7.44,0.28,-0.12,-0.11,ANOM1
6.16,-0.79,8.52,0.25,-0.13,-0.06,ANOM1
5.72,0.14,8.24,0.26,-0.1,-0.04,ANOM1
6.25,0.28,7.37,0.29,-0.07,-0.06,ANOM1
6.29,0.05,7.44,0.25,-0.09,-0.05,ANOM1
5.95,-0.68,8.31,0.2,-0.11,0.01,ANOM1
6.07,0.28,7.92,0.23,-0.1,0.03,ANOM1
6.91,-0.14,7.43,0.27,-0.11,0.03,ANOM1
6.34,-0.34,8.04,0.24,-0.1,0.03,ANOM1
5.55,-0.9,8.4,0.19,-0.08,0.06,ANOM1
5.94,-0.09,7.55,0.23,-0.06,0.06,ANOM1
7.01,-0.85,7.32,0.27,-0.11,0.06,ANOM1
6.65,-0.79,7.92,0.22,-0.11,0.05,ANOM1
5.63,-0.91,8.4,0.16,-0.06,0.05,ANOM1
6.0,-0.55,7.82,0.21,-0.06,0.06,ANOM1
6.7,-1.39,7.54,0.23,-0.09,0.06,ANOM1
6.38,-1.46,7.84,0.21,-0.09,0.02,ANOM1
6.09,-1.13,7.94,0.17,-0.07,0.02,ANOM1
6.41,-1.2,7.71,0.24,-0.07,0.02,ANOM1
6.29,-1.94,7.94,0.27,-0.09,0.04,ANOM1
5.78,-1.78,8.03,0.25,-0.05,-0.0,ANOM1
5.66,-1.46,7.86,0.22,-0.03,-0.01,ANOM1
6.37,-1.65,7.69,0.3,-0.07,0.02,ANOM1
6.14,-2.2,8.38,0.33,-0.11,0.04,ANOM1
5.44,-1.7,8.49,0.33,-0.06,-0.0,ANOM1
5.5,-1.12,7.94,0.33,-0.05,-0.03,ANOM1
5.92,-1.61,7.79,0.38,-0.09,-0.0,ANOM1
5.83,-1.99,8.32,0.38,-0.12,0.01,ANOM1
5.95,-1.19,7.94,0.36,-0.08,-0.04,ANOM1
6.15,-0.42,7.72,0.34,-0.08,-0.07,ANOM1
5.99,-1.32,8.21,0.37,-0.11,-0.04,ANOM1
5.34,-1.27,8.65,0.34,-0.1,-0.05,ANOM1
5.66,-0.53,7.84,0.33,-0.07,-0.11,ANOM1
6.36,0.19,7.32,0.32,-0.09,-0.12,ANOM1
6.41,-0.8,8.21,0.33,-0.13,-0.09,ANOM1
5.65,-0.36,8.64,0.31,-0.11,-0.07,ANOM1
5.92,0.43,7.64,0.31,-0.07,-0.1,ANOM1
6.02,0.77,7.49,0.3,-0.08,-0.09,ANOM1
5.85,-0.49,8.18,0.27,-0.12,-0.03,ANOM1
5.74,0.07,8.15,0.26,-0.11,0.01,ANOM1
6.64,0.6,7.36,0.29,-0.11,-0.01,ANOM1
6.49,0.34,7.81,0.27,-0.12,0.01,ANOM1
5.6,-0.61,8.5,0.23,-0.11,0.06,ANOM1
5.67,0.2,7.89,0.22,-0.09,0.07,ANOM1
6.6,0.07,6.99,0.26,-0.1,0.06,ANOM1
7.05,-0.11,7.33,0.23,-0.13,0.06,ANOM1
6.07,-1.01,8.58,0.16,-0.1,0.08,ANOM1
5.84,-0.07,7.95,0.19,-0.06,0.08,ANOM1
6.66,-0.71,7.19,0.22,-0.08,0.05,ANOM1
6.41,-1.0,7.53,0.19,-0.09,0.04,ANOM1
6.01,-1.53,8.28,0.13,-0.08,0.05,ANOM1
6.19,-0.67,7.69,0.19,-0.07,0.05,ANOM1
6.74,-1.35,7.55,0.23,-0.08,0.05,ANOM1
6.0,-1.52,7.97,0.2,-0.06,0.02,ANOM1
5.6,-1.59,8.08,0.16,-0.05,0.04,ANOM1
6.22,-1.27,7.66,0.22,-0.06,0.06,ANOM1
6.63,-1.65,7.43,0.28,-0.1,0.07,ANOM1
6.25,-1.88,8.22,0.25,-0.08,0.03,ANOM1
5.66,-1.78,8.26,0.23,-0.05,0.03,ANOM1
5.9,-1.56,7.81,0.29,-0.06,0.04,ANOM1
6.14,-2.18,7.91,0.34,-0.09,0.04,ANOM1
6.11,-1.77,8.03,0.32,-0.08,-0.01,ANOM1
6.01,-1.35,7.93,0.3,-0.07,-0.04,ANOM1
6.13,-1.39,7.95,0.34,-0.09,-0.03,ANOM1
5.83,-1.85,8.26,0.36,-0.1,-0.02,ANOM1
5.62,-1.44,8.07,0.34,-0.06,-0.08,ANOM1
5.94,-0.97,7.79,0.31,-0.06,-0.1,ANOM1
6.21,-1.17,7.93,0.36,-0.11,-0.07,ANOM1
5.87,-1.39,8.57,0.38,-0.12,-0.06,ANOM1
5.69,-1.0,8.31,0.36,-0.09,-0.1,ANOM1
5.72,-0.21,7.79,0.34,-0.07,-0.11,ANOM1
5.83,-0.97,7.92,0.36,-0.11,-0.06,ANOM1
5.92,-0.92,8.1,0.35,-0.12,-0.04,ANOM1
6.22,-0.22,7.7,0.34,-0.1,-0.07,ANOM1
6.51,0.37,7.68,0.33,-0.11,-0.08,ANOM1
6.0,-0.35,8.33,0.33,-0.12,-0.04,ANOM1
5.44,-0.13,8.39,0.33,-0.11,-0.02,ANOM1
6.13,0.43,7.29,0.32,-0.09,-0.05,ANOM1
6.64,0.64,7.33,0.29,-0.12,-0.04,ANOM1
6.37,-0.12,8.03,0.27,-0.14,0.03,ANOM1
5.92,0.06,8.39,0.25,-0.11,0.05,ANOM1
6.18,0.35,7.57,0.26,-0.08,0.03,ANOM1
6.37,0.38,7.25,0.24,-0.09,0.03,ANOM1
6.08,-0.72,8.23,0.2,-0.11,0.06,ANOM1
6.26,-0.02,7.86,0.22,-0.1,0.08,ANOM1
6.92,-0.05,7.23,0.24,-0.09,0.05,ANOM1
6.59,-0.23,7.7,0.22,-0.09,0.05,ANOM1
5.63,-1.16,8.4,0.16,-0.07,0.07,ANOM1
5.72,-0.51,7.75,0.17,-0.05,0.08,ANOM1
7.01,-0.95,7.16,0.21,-0.1,0.07,ANOM1
6.63,-1.06,7.8,0.2,-0.11,0.05,ANOM1
5.69,-1.61,8.49,0.15,-0.08,0.05,ANOM1
5.92,-1.29,8.07,0.2,-0.07,0.05,ANOM1
6.44,-1.55,7.41,0.26,-0.08,0.06,ANOM1
6.18,-1.95,7.79,0.25,-0.08,0.04,ANOM1
5.88,-1.96,8.22,0.21,-0.06,0.04,ANOM1
6.17,-1.62,8.0,0.27,-0.07,0.06,ANOM1
5.91,-2.09,7.97,0.34,-0.09,0.07,ANOM1
5.49,-1.97,8.37,0.33,-0.07,0.03,ANOM1
5.41,-1.69,8.06,0.3,-0.06,0.01,ANOM1
6.19,-1.56,7.77,0.36,-0.1,0.02,ANOM1
6.34,-1.82,8.03,0.39,-0.13,0.01,ANOM1
5.85,-1.41,8.25,0.37,-0.09,-0.04,ANOM1
5.66,-1.05,8.05,0.32,-0.06,-0.08,ANOM1
5.86,-1.0,7.83,0.34,-0.09,-0.07,ANOM1
5.85,-1.41,8.14,0.35,-0.12,-0.06,ANOM1
6.11,-0.96,7.8,0.32,-0.1,-0.11,ANOM1
6.31,-0.23,7.79,0.3,-0.1,-0.12,ANOM1
6.0,-0.68,8.22,0.33,-0.11,-0.09,ANOM1
5.79,-0.91,8.53,0.34,-0.11,-0.07,ANOM1
5.78,-0.16,7.88,0.32,-0.08,-0.11,ANOM1
6.16,0.32,7.39,0.29,-0.09,-0.11,ANOM1
6.45,-0.3,7.97,0.3,-0.13,-0.05,ANOM1
6.13,-0.29,8.35,0.31,-0.13,-0.01,ANOM1
6.04,0.28,7.8,0.29,-0.08,-0.04,ANOM1
6.14,0.52,7.65,0.27,-0.07,-0.03,ANOM1
5.92,-0.29,7.91,0.27,-0.1,0.03,ANOM1
5.94,-0.3,8.02,0.26,-0.1,0.05,ANOM1
6.79,0.26,7.32,0.27,-0.09,0.03,ANOM1
6.72,0.23,7.62,0.25,-0.1,0.03,ANOM1
5.85,-0.72,8.34,0.22,-0.09,0.07,ANOM1
5.63,-0.38,8.15,0.21,-0.06,0.08,ANOM1
6.39,-0.26,7.14,0.23,-0.05,0.04,ANOM1
6.88,-0.37,7.28,0.21,-0.09,0.04,ANOM1
6.14,-1.24,8.51,0.17,-0.09,0.06,ANOM1
5.79,-0.64,8.28,0.19,-0.05,0.06,ANOM1
6.45,-0.89,7.43,0.23,-0.06,0.04,ANOM1
6.23,-1.12,7.5,0.21,-0.07,0.03,ANOM1
5.74,-1.77,8.3,0.17,-0.07,0.05,ANOM1
6.06,-0.98,7.83,0.21,-0.06,0.05,ANOM1
6.68,-1.43,7.59,0.26,-0.08,0.05,ANOM1
5.95,-1.74,8.1,0.24,-0.06,0.03,ANOM1
5.39,-1.88,8.23,0.21,-0.04,0.03,ANOM1
5.98,-1.52,7.76,0.26,-0.06,0.05,ANOM1
6.32,-1.99,7.7,0.34,-0.1,0.05,ANOM1
5.98,-1.88,8.26,0.33,-0.1,0.02,ANOM1
5.39,-1.66,8.39,0.3,-0.07,0.0,ANOM1
5.77,-1.45,7.9,0.35,-0.09,0.01,ANOM1
5.99,-2.04,7.93,0.38,-0.12,0.01,ANOM1
6.0,-1.56,8.02,0.35,-0.1,-0.04,ANOM1
6.03,-1.12,7.89,0.31,-0.09,-0.08,ANOM1
6.35,-1.02,7.85,0.36,-0.12,-0.07,ANOM1
5.88,-1.53,8.54,0.36,-0.12,-0.07,ANOM1
5.56,-0.75,8.1,0.33,-0.08,-0.12,ANOM1
5.93,-0.19,7.53,0.3,-0.09,-0.13,ANOM1
6.3,-0.76,7.91,0.34,-0.13,-0.1,ANOM1
6.24,-0.78,8.26,0.33,-0.14,-0.07,ANOM1
6.16,-0.06,8.05,0.32,-0.11,-0.1,ANOM1
5.9,0.59,7.86,0.3,-0.08,-0.1,ANOM1
5.89,-0.35,8.0,0.31,-0.11,-0.05,ANOM1
5.9,-0.23,8.0,0.3,-0.12,-0.0,ANOM1
6.33,0.26,7.39,0.29,-0.1,-0.02,ANOM1
6.67,0.62,7.47,0.27,-0.11,-0.01,ANOM1
6.31,-0.31,8.26,0.27,-0.12,0.05,ANOM1
5.69,-0.09,8.3,0.26,-0.09,0.06,ANOM1
6.18,0.15,7.33,0.26,-0.07,0.04,ANOM1
6.82,0.27,7.08,0.24,-0.09,0.03,ANOM1
6.51,-0.8,8.17,0.21,-0.11,0.07,ANOM1
6.22,-0.34,8.17,0.21,-0.09,0.08,ANOM1
6.38,-0.29,7.56,0.22,-0.05,0.04,ANOM1
6.28,-0.34,7.46,0.21,-0.06,0.03,ANOM1
5.91,-1.48,8.15,0.16,-0.07,0.06,ANOM1
6.12,-0.68,7.85,0.19,-0.06,0.07,ANOM1
6.85,-0.88,7.44,0.23,-0.08,0.05,ANOM1
6.45,-1.04,7.9,0.22,-0.08,0.03,ANOM1
5.47,-1.76,8.6,0.18,-0.06,0.05,ANOM1
5.62,-1.1,7.9,0.21,-0.04,0.06,ANOM1
6.43,-1.45,7.37,0.26,-0.07,0.06,ANOM1
6.44,-1.67,7.89,0.25,-0.08,0.03,ANOM1
5.64,-1.94,8.53,0.21,-0.06,0.04,ANOM1
5.8,-1.58,8.21,0.26,-0.06,0.05,ANOM1
5.99,-1.83,7.82,0.33,-0.08,0.04,ANOM1
5.81,-1.89,7.94,0.31,-0.08,0.01,ANOM1
5.84,-1.73,8.1,0.28,-0.07,-0.01,ANOM1
6.25,-1.35,7.93,0.34,-0.1,-0.01,ANOM1
6.05,-2.02,8.2,0.37,-0.11,-0.02,ANOM1
5.64,-1.55,8.34,0.34,-0.08,-0.07,ANOM1
5.5,-1.2,8.01,0.3,-0.06,-0.09,ANOM1
6.06,-1.15,7.69,0.35,-0.1,-0.07,ANOM1
6.09,-1.58,8.19,0.36,-0.13,-0.06,ANOM1
5.9,-1.0,8.26,0.34,-0.09,-0.11,ANOM1
5.79,-0.31,7.95,0.33,-0.08,-0.11,ANOM1
5.76,-0.69,8.08,0.37,-0.11,-0.07,ANOM1
5.54,-1.16,8.43,0.36,-0.11,-0.05,ANOM1
6.07,-0.25,7.65,0.34,-0.1,-0.08,ANOM1
6.52,0.49,7.45,0.33,-0.12,-0.08,ANOM1
6.18,-0.5,8.41,0.35,-0.14,-0.04,ANOM1
5.59,-0.27,8.52,0.32,-0.11,-0.02,ANOM1
5.92,0.54,7.62,0.32,-0.08,-0.05,ANOM1
6.29,0.9,7.11,0.29,-0.09,-0.04,ANOM1
6.33,-0.48,8.14,0.28,-0.13,0.02,ANOM1
6.13,0.23,8.25,0.25,-0.11,0.04,ANOM1
6.5,0.55,7.43,0.26,-0.08,0.0,ANOM1
6.31,0.5,7.48,0.25,-0.09,0.02,ANOM1
5.87,-0.92,8.36,0.21,-0.1,0.07,ANOM1
5.65,-0.01,8.03,0.19,-0.07,0.08,ANOM1
6.95,0.16,6.91,0.24,-0.08,0.05,ANOM1
6.93,-0.18,7.55,0.22,-0.11,0.05,ANOM1
5.68,-1.52,8.83,0.15,-0.08,0.09,ANOM1
5.46,-0.07,7.88,0.17,-0.03,0.08,ANOM1
6.69,-0.53,6.92,0.22,-0.06,0.05,ANOM1
6.75,-1.14,7.53,0.21,-0.11,0.06,ANOM1
5.81,-2.03,8.76,0.14,-0.09,0.08,ANOM1
5.82,-0.72,7.91,0.18,-0.04,0.06,ANOM1
6.62,-1.42,7.24,0.27,-0.08,0.06,ANOM1
5.91,-1.99,7.93,0.25,-0.08,0.05,ANOM1
5.48,-2.26,8.46,0.18,-0.06,0.06,ANOM1
6.05,-1.46,7.81,0.26,-0.06,0.08,ANOM1
6.5,-1.92,7.67,0.36,-0.11,0.09,ANOM1
5.46,-2.26,8.61,0.33,-0.09,0.05,ANOM1
5.27,-1.76,8.18,0.28,-0.06,0.02,ANOM1
6.31,-1.41,7.41,0.36,-0.11,0.03,ANOM1
6.58,-2.17,7.64,0.4,-0.14,0.02,ANOM1
6.08,-1.7,8.16,0.35,-0.11,-0.06,ANOM1
5.9,-1.06,8.17,0.29,-0.08,-0.09,ANOM1
6.14,-0.81,7.7,0.37,-0.1,-0.08,ANOM1
5.62,-1.54,8.52,0.36,-0.11,-0.08,ANOM1
5.66,-1.13,8.14,0.3,-0.07,-0.14,ANOM1
6.02,0.04,7.62,0.28,-0.07,-0.14,ANOM1
6.44,-0.48,7.84,0.35,-0.12,-0.1,ANOM1
5.92,-1.13,8.84,0.33,-0.12,-0.07,ANOM1
5.67,-0.15,8.05,0.29,-0.07,-0.11,ANOM1
5.92,0.73,7.35,0.3,-0.08,-0.11,ANOM1
6.34,-0.64,7.85,0.33,-0.13,-0.04,ANOM1
6.26,-0.58,8.26,0.31,-0.13,-0.0,ANOM1
6.31,0.35,7.61,0.28,-0.09,-0.05,ANOM1
6.28,0.86,7.56,0.28,-0.08,-0.03,ANOM1
6.01,-0.68,8.15,0.29,-0.1,0.02,ANOM1
5.69,-0.25,8.24,0.24,-0.09,0.05,ANOM1
6.6,0.31,7.1,0.27,-0.08,0.02,ANOM1
6.84,0.64,7.04,0.25,-0.09,0.02,ANOM1
6.52,-1.27,8.47,0.24,-0.12,0.07,ANOM1
5.64,-0.23,8.45,0.2,-0.08,0.09,ANOM1
6.08,-0.04,7.2,0.24,-0.04,0.03,ANOM1
6.62,-0.24,7.15,0.23,-0.07,0.03,ANOM1
6.41,-1.79,8.42,0.17,-0.11,0.08,ANOM1
5.75,-0.34,8.28,0.18,-0.06,0.08,ANOM1
6.5,-0.63,7.46,0.23,-0.05,0.03,ANOM1
6.22,-0.81,7.65,0.23,-0.06,0.02,ANOM1
5.55,-2.25,8.49,0.17,-0.07,0.06,ANOM1
5.62,-0.79,7.91,0.2,-0.05,0.06,ANOM1
6.81,-1.1,7.31,0.27,-0.07,0.03,ANOM1
6.25,-1.39,8.02,0.25,-0.07,0.02,ANOM1
5.47,-2.25,8.81,0.2,-0.06,0.04,ANOM1
5.53,-1.14,8.01,0.23,-0.05,0.04,ANOM1
6.36,-1.38,7.38,0.3,-0.08,0.03,ANOM1
6.25,-1.6,7.92,0.28,-0.09,0.0,ANOM1
5.72,-1.74,8.51,0.22,-0.08,0.0,ANOM1
5.92,-1.11,7.98,0.3,-0.07,-0.0,ANOM1
6.35,-1.72,7.74,0.35,-0.09,-0.02,ANOM1
5.88,-1.52,7.9,0.31,-0.09,-0.05,ANOM1
5.64,-1.4,8.21,0.26,-0.08,-0.04,ANOM1
6.26,-0.84,7.71,0.33,-0.1,-0.04,ANOM1
6.25,-1.48,8.11,0.35,-0.12,-0.03,ANOM1
5.57,-1.32,8.36,0.32,-0.08,-0.07,ANOM1
5.39,-0.93,8.34,0.27,-0.07,-0.07,ANOM1
6.01,-0.58,7.62,0.36,-0.1,-0.05,ANOM1
6.31,-1.47,7.91,0.37,-0.14,-0.03,ANOM1
6.06,-0.75,8.12,0.32,-0.12,-0.06,ANOM1
5.69,0.05,8.06,0.29,-0.09,-0.05,ANOM1
5.91,-0.6,7.87,0.36,-0.1,-0.03,ANOM1
5.92,-1.08,8.32,0.32,-0.12,0.0,ANOM1
5.74,-0.54,7.77,0.29,-0.09,-0.03,ANOM1
6.42,0.12,7.38,0.27,-0.1,-0.04,ANOM1
6.57,-0.78,7.95,0.33,-0.13,-0.01,ANOM1
6.05,-0.88,8.53,0.3,-0.13,0.02,ANOM1
5.83,-0.33,8.03,0.28,-0.08,-0.04,ANOM1
5.89,0.31,7.34,0.28,-0.07,-0.03,ANOM1
6.49,-0.99,7.7,0.3,-0.11,0.01,ANOM1
6.25,-0.68,8.4,0.26,-0.12,0.04,ANOM1
6.24,-0.02,7.74,0.28,-0.08,-0.0,ANOM1
6.13,0.32,7.6,0.27,-0.06,-0.01,ANOM1
6.09,-1.31,8.2,0.26,-0.1,0.04,ANOM1
5.66,-0.61,8.26,0.23,-0.08,0.06,ANOM1
6.4,-0.14,7.19,0.26,-0.06,0.01,ANOM1
6.9,0.07,7.27,0.25,-0.08,0.01,ANOM1
6.18,-1.71,8.62,0.22,-0.1,0.05,ANOM1
5.38,-0.49,8.37,0.21,-0.06,0.06,ANOM1
6.28,-0.45,7.07,0.25,-0.04,0.01,ANOM1
6.45,-0.57,7.25,0.25,-0.07,0.01,ANOM1
6.23,-2.07,8.44,0.2,-0.1,0.05,ANOM1
5.69,-0.63,8.24,0.22,-0.06,0.05,ANOM1
6.53,-0.92,7.35,0.28,-0.06,0.02,ANOM1
6.18,-1.05,7.62,0.26,-0.07,0.01,ANOM1
5.68,-2.01,8.36,0.19,-0.08,0.04,ANOM1
6.0,-0.68,7.68,0.25,-0.06,0.03,ANOM1
6.88,-1.25,7.37,0.3,-0.08,0.01,ANOM1
6.3,-1.34,8.15,0.28,-0.09,-0.0,ANOM1
5.42,-1.82,8.66,0.21,-0.06,0.0,ANOM1
5.83,-1.15,7.9,0.27,-0.06,-0.01,ANOM1
6.75,-1.86,7.49,0.32,-0.1,-0.01,ANOM1
6.24,-1.84,8.24,0.3,-0.09,-0.04,ANOM1
5.6,-1.76,8.54,0.28,-0.07,-0.02,ANOM1
5.58,-1.06,8.14,0.37,-0.06,-0.02,ANOM1
5.67,-1.76,8.13,0.43,-0.1,0.0,ANOM1
5.5,-1.57,8.26,0.39,-0.11,-0.02,ANOM1
5.42,-0.86,8.11,0.35,-0.11,-0.0,ANOM1
6.2,-0.44,7.64,0.42,-0.14,0.01,ANOM1
6.5,-1.02,8.08,0.42,-0.16,0.01,ANOM1
5.9,-0.79,8.37,0.36,-0.12,-0.03,ANOM1
5.64,0.23,7.81,0.28,-0.08,-0.07,ANOM1
6.28,-0.02,7.47,0.34,-0.11,-0.08,ANOM1
6.68,-0.6,7.93,0.31,-0.15,-0.08,ANOM1
6.39,-0.05,7.94,0.24,-0.11,-0.13,ANOM1
6.01,0.9,7.91,0.21,-0.08,-0.12,ANOM1
6.06,0.08,7.97,0.27,-0.09,-0.09,ANOM1
5.82,-0.4,8.39,0.22,-0.1,-0.03,ANOM1
5.98,0.31,7.65,0.21,-0.08,-0.05,ANOM1
6.43,0.91,7.37,0.21,-0.09,-0.03,ANOM1
6.61,-0.56,8.03,0.25,-0.14,0.04,ANOM1
5.99,-0.57,8.65,0.23,-0.13,0.09,ANOM1
5.88,0.17,7.62,0.22,-0.06,0.04,ANOM1
6.35,0.24,7.06,0.22,-0.07,0.05,ANOM1
6.67,-1.53,7.92,0.22,-0.12,0.1,ANOM1
