ax,ay,az,gx,gy,gz,target
5.15,-1.7,8.3,0.12,-0.07,-0.22,ANOM2
5.0,-1.55,8.25,0.13,-0.06,-0.18,ANOM2
5.77,-1.81,8.05,0.23,-0.11,-0.11,ANOM2
6.17,-2.0,8.33,0.28,-0.15,-0.08,ANOM2
5.57,-1.56,8.36,0.28,-0.1,-0.12,ANOM2
5.54,-1.07,7.99,0.28,-0.08,-0.12,ANOM2
6.13,-1.45,7.91,0.34,-0.11,-0.08,ANOM2
6.31,-1.41,7.89,0.36,-0.14,-0.08,ANOM2
6.4,-0.97,7.86,0.33,-0.1,-0.16,ANOM2
6.22,0.1,7.64,0.28,-0.07,-0.19,ANOM2
6.21,-0.84,8.27,0.31,-0.08,-0.16,ANOM2
5.98,-0.31,8.23,0.31,-0.07,-0.18,ANOM2
5.99,0.06,7.84,0.24,-0.03,-0.26,ANOM2
6.06,0.9,7.49,0.2,-0.02,-0.28,ANOM2
6.51,-0.22,8.15,0.2,-0.07,-0.24,ANOM2
6.06,0.26,8.49,0.19,-0.06,-0.24,ANOM2
5.74,0.77,7.95,0.13,-0.0,-0.32,ANOM2
5.91,0.98,7.69,0.1,-0.01,-0.33,ANOM2
5.74,0.0,8.37,0.11,-0.04,-0.25,ANOM2
5.83,0.2,8.4,0.11,-0.05,-0.23,ANOM2
5.96,0.9,7.86,0.08,-0.02,-0.29,ANOM2
5.86,0.86,8.06,0.05,-0.03,-0.27,ANOM2
5.28,-0.36,8.83,0.06,-0.05,-0.19,ANOM2
5.06,0.1,8.57,0.07,-0.05,-0.15,ANOM2
5.55,0.31,7.77,0.08,-0.04,-0.19,ANOM2
6.06,0.37,7.81,0.06,-0.07,-0.16,ANOM2
5.6,-0.94,8.91,0.08,-0.1,-0.09,ANOM2
5.05,-0.38,8.78,0.1,-0.08,-0.06,ANOM2
5.66,-0.26,7.7,0.13,-0.06,-0.11,ANOM2
6.04,-0.45,7.73,0.11,-0.09,-0.09,ANOM2
5.66,-1.75,8.62,0.12,-0.12,-0.02,ANOM2
5.72,-0.83,8.3,0.14,-0.1,-0.01,ANOM2
6.25,-1.13,7.8,0.18,-0.08,-0.08,ANOM2
5.9,-1.04,7.96,0.19,-0.09,-0.06,ANOM2
5.29,-2.2,8.7,0.18,-0.09,-0.02,ANOM2
5.4,-1.49,8.24,0.22,-0.07,-0.02,ANOM2
6.5,-1.55,7.37,0.28,-0.1,-0.05,ANOM2
6.4,-1.31,7.86,0.28,-0.13,-0.06,ANOM2
5.27,-2.06,8.88,0.26,-0.11,-0.04,ANOM2
5.37,-1.2,8.26,0.31,-0.08,-0.05,ANOM2
6.49,-1.33,7.45,0.35,-0.1,-0.08,ANOM2
6.6,-0.98,7.6,0.33,-0.11,-0.12,ANOM2
5.95,-1.3,8.33,0.26,-0.09,-0.14,ANOM2
5.92,-0.29,8.03,0.3,-0.06,-0.16,ANOM2
6.74,-0.23,7.49,0.3,-0.07,-0.21,ANOM2
6.15,-0.11,7.81,0.22,-0.05,-0.29,ANOM2
5.56,-0.14,8.31,0.13,-0.03,-0.29,ANOM2
6.06,0.48,7.79,0.17,-0.03,-0.3,ANOM2
6.84,0.34,7.62,0.15,-0.05,-0.36,ANOM2
6.22,0.31,8.21,0.09,-0.03,-0.39,ANOM2
5.34,0.47,8.49,0.01,0.01,-0.4,ANOM2
5.52,0.56,8.03,0.05,0.01,-0.39,ANOM2
6.33,0.26,7.74,0.07,-0.04,-0.37,ANOM2
5.97,0.43,8.23,-0.01,-0.03,-0.41,ANOM2
5.2,0.49,8.64,-0.05,-0.01,-0.38,ANOM2
5.43,0.4,8.49,0.03,-0.02,-0.31,ANOM2
5.86,0.04,8.22,0.05,-0.05,-0.3,ANOM2
5.18,0.03,8.34,-0.01,-0.04,-0.31,ANOM2
5.17,0.22,8.33,-0.02,-0.04,-0.27,ANOM2
5.76,-0.19,8.29,0.06,-0.07,-0.2,ANOM2
6.03,-0.56,8.4,0.09,-0.11,-0.17,ANOM2
5.21,-0.34,8.52,0.05,-0.07,-0.19,ANOM2
5.15,-0.18,8.17,0.03,-0.06,-0.18,ANOM2
5.89,-0.91,7.95,0.09,-0.09,-0.13,ANOM2
6.42,-1.41,8.19,0.13,-0.14,-0.08,ANOM2
6.04,-1.03,8.12,0.1,-0.1,-0.15,ANOM2
5.27,-0.92,8.39,0.11,-0.05,-0.14,ANOM2
5.51,-1.74,8.26,0.22,-0.09,-0.05,ANOM2
5.33,-2.1,8.7,0.26,-0.11,-0.01,ANOM2
4.87,-1.82,8.49,0.28,-0.09,-0.03,ANOM2
5.78,-1.15,7.9,0.31,-0.12,0.01,ANOM2
6.08,-1.87,8.15,0.39,-0.17,0.07,ANOM2
5.42,-1.81,8.83,0.43,-0.18,0.1,ANOM2
5.54,-1.22,8.15,0.43,-0.13,0.05,ANOM2
6.16,-0.18,7.33,0.41,-0.11,0.01,ANOM2
6.5,-1.42,7.95,0.43,-0.16,0.04,ANOM2
6.34,-0.62,8.32,0.41,-0.14,0.02,ANOM2
6.27,0.11,7.83,0.35,-0.08,-0.1,ANOM2
6.37,0.9,7.57,0.32,-0.07,-0.14,ANOM2
6.37,-0.35,8.06,0.28,-0.09,-0.13,ANOM2
5.93,0.11,8.17,0.24,-0.07,-0.15,ANOM2
6.74,0.89,7.16,0.21,-0.03,-0.24,ANOM2
6.78,1.23,7.47,0.15,-0.02,-0.3,ANOM2
6.06,-0.26,8.79,0.13,-0.03,-0.23,ANOM2
5.47,0.66,8.52,0.12,-0.01,-0.24,ANOM2
5.78,1.02,7.49,0.08,0.02,-0.33,ANOM2
6.17,0.76,7.77,0.06,-0.02,-0.3,ANOM2
5.71,-0.22,8.74,0.03,-0.04,-0.23,ANOM2
5.21,0.52,8.77,0.04,-0.01,-0.22,ANOM2
5.67,0.57,7.93,0.08,0.01,-0.24,ANOM2
5.66,0.4,8.08,0.05,-0.01,-0.21,ANOM2
4.82,-0.8,8.96,0.03,-0.03,-0.13,ANOM2
5.01,0.03,8.46,0.09,-0.04,-0.08,ANOM2
6.15,-0.13,7.86,0.14,-0.06,-0.11,ANOM2
5.61,-0.32,8.42,0.11,-0.08,-0.09,ANOM2
4.76,-1.39,9.32,0.12,-0.09,0.0,ANOM2
4.82,-0.34,8.56,0.17,-0.06,0.02,ANOM2
5.96,-0.8,7.63,0.21,-0.09,0.0,ANOM2
5.94,-0.87,8.16,0.21,-0.13,0.03,ANOM2
5.1,-1.38,8.99,0.17,-0.11,0.06,ANOM2
5.26,-0.79,8.26,0.21,-0.1,0.06,ANOM2
6.14,-1.0,7.64,0.25,-0.12,0.02,ANOM2
5.89,-1.28,7.96,0.24,-0.13,0.01,ANOM2
5.55,-1.82,8.51,0.18,-0.1,0.01,ANOM2
5.92,-1.34,8.1,0.25,-0.09,-0.0,ANOM2
6.45,-1.73,7.97,0.31,-0.11,-0.03,ANOM2
5.5,-1.5,8.41,0.29,-0.09,-0.07,ANOM2
4.74,-1.82,8.99,0.27,-0.07,-0.06,ANOM2
5.28,-1.4,8.27,0.36,-0.08,-0.05,ANOM2
6.36,-1.51,7.77,0.4,-0.13,-0.05,ANOM2
5.82,-1.21,8.37,0.4,-0.13,-0.09,ANOM2
5.13,-1.03,8.73,0.35,-0.09,-0.08,ANOM2
5.63,-0.71,8.05,0.41,-0.09,-0.08,ANOM2
6.18,-0.53,7.77,0.43,-0.12,-0.09,ANOM2
5.93,-0.49,7.96,0.38,-0.12,-0.12,ANOM2
5.79,0.27,8.04,0.32,-0.1,-0.14,ANOM2
6.18,0.45,8.0,0.34,-0.1,-0.14,ANOM2
6.53,0.21,8.02,0.34,-0.12,-0.14,ANOM2
6.26,0.79,7.84,0.23,-0.08,-0.22,ANOM2
5.35,0.96,8.06,0.14,-0.04,-0.25,ANOM2
6.36,0.97,7.71,0.21,-0.07,-0.2,ANOM2
7.15,0.71,7.86,0.17,-0.09,-0.23,ANOM2
5.67,0.9,8.2,0.08,-0.03,-0.31,ANOM2
5.29,1.39,8.05,0.03,-0.0,-0.29,ANOM2
6.0,1.02,8.23,0.07,-0.02,-0.27,ANOM2
5.99,0.23,8.41,0.07,-0.06,-0.23,ANOM2
5.54,0.58,7.93,0.02,-0.04,-0.25,ANOM2
5.73,1.25,8.23,-0.03,-0.02,-0.25,ANOM2
5.81,-0.12,8.53,0.05,-0.05,-0.14,ANOM2
5.35,-0.3,8.65,0.06,-0.06,-0.08,ANOM2
5.11,0.05,8.36,0.02,-0.01,-0.15,ANOM2
5.13,0.19,7.87,0.04,-0.02,-0.1,ANOM2
6.06,-0.95,8.26,0.13,-0.1,0.01,ANOM2
5.51,-1.09,9.28,0.13,-0.11,0.04,ANOM2
4.87,-0.64,8.28,0.14,-0.05,-0.02,ANOM2
5.73,-0.16,7.64,0.13,-0.05,-0.01,ANOM2
5.83,-1.79,8.29,0.18,-0.12,0.09,ANOM2
5.7,-1.85,8.6,0.2,-0.12,0.1,ANOM2
5.85,-1.18,8.05,0.17,-0.06,0.01,ANOM2
6.13,-0.8,7.72,0.2,-0.08,0.04,ANOM2
5.62,-1.99,8.42,0.24,-0.1,0.08,ANOM2
4.98,-1.96,9.09,0.24,-0.08,0.07,ANOM2
5.84,-1.77,7.74,0.29,-0.07,0.0,ANOM2
6.13,-1.24,7.67,0.29,-0.09,-0.0,ANOM2
5.85,-2.43,8.67,0.34,-0.14,0.04,ANOM2
4.97,-1.66,8.92,0.37,-0.1,0.02,ANOM2
5.45,-1.6,8.11,0.38,-0.06,-0.04,ANOM2
5.98,-0.76,7.48,0.39,-0.09,-0.06,ANOM2
5.68,-2.03,8.57,0.39,-0.14,-0.01,ANOM2
5.36,-1.38,8.89,0.41,-0.11,-0.04,ANOM2
5.84,-0.76,8.13,0.41,-0.08,-0.11,ANOM2
5.99,0.21,7.72,0.41,-0.09,-0.14,ANOM2
5.5,-1.09,8.79,0.38,-0.13,-0.09,ANOM2
5.09,-0.32,8.6,0.37,-0.1,-0.11,ANOM2
5.79,0.5,7.58,0.36,-0.08,-0.17,ANOM2
6.59,1.27,7.31,0.33,-0.11,-0.18,ANOM2
6.0,-0.4,8.88,0.29,-0.13,-0.13,ANOM2
4.98,0.69,8.9,0.27,-0.09,-0.11,ANOM2
6.03,1.23,7.39,0.29,-0.05,-0.16,ANOM2
6.44,1.39,7.25,0.27,-0.09,-0.16,ANOM2
5.79,-0.4,8.92,0.21,-0.12,-0.08,ANOM2
5.39,1.13,8.89,0.23,-0.09,-0.06,ANOM2
6.16,1.29,7.58,0.25,-0.07,-0.1,ANOM2
5.97,1.16,7.6,0.23,-0.1,-0.07,ANOM2
5.1,-0.21,8.94,0.15,-0.11,0.02,ANOM2
5.38,1.02,8.53,0.19,-0.06,0.02,ANOM2
6.59,0.65,6.98,0.23,-0.08,0.02,ANOM2
6.53,0.54,8.18,0.2,-0.13,0.06,ANOM2
5.04,-0.61,9.48,0.15,-0.08,0.11,ANOM2
4.96,0.57,7.92,0.18,-0.03,0.09,ANOM2
6.72,-0.43,7.41,0.23,-0.1,0.1,ANOM2
6.3,-0.39,8.14,0.2,-0.13,0.1,ANOM2
5.16,-0.97,8.71,0.13,-0.09,0.11,ANOM2
5.61,-0.08,8.23,0.19,-0.05,0.1,ANOM2
6.42,-0.93,7.55,0.22,-0.08,0.08,ANOM2
5.53,-0.95,8.25,0.18,-0.08,0.06,ANOM2
5.06,-1.47,8.78,0.11,-0.05,0.07,ANOM2
5.81,-0.72,7.75,0.19,-0.06,0.07,ANOM2
6.13,-1.62,8.18,0.27,-0.11,0.08,ANOM2
5.14,-1.59,8.78,0.24,-0.08,0.04,ANOM2
4.51,-1.76,8.92,0.21,-0.05,0.04,ANOM2
5.47,-1.39,8.03,0.3,-0.08,0.06,ANOM2
6.17,-2.21,8.15,0.36,-0.14,0.07,ANOM2
5.43,-1.47,8.49,0.36,-0.12,0.02,ANOM2
5.08,-1.31,8.58,0.31,-0.08,0.01,ANOM2
5.6,-1.45,8.16,0.4,-0.1,0.01,ANOM2
5.85,-1.59,8.26,0.41,-0.14,0.03,ANOM2
5.53,-1.36,8.23,0.39,-0.11,-0.05,ANOM2
5.54,-0.68,8.1,0.35,-0.09,-0.05,ANOM2
6.13,-1.03,8.12,0.42,-0.13,-0.04,ANOM2
5.97,-0.88,8.31,0.45,-0.15,-0.06,ANOM2
5.54,-0.65,8.36,0.41,-0.1,-0.12,ANOM2
5.38,0.41,7.8,0.36,-0.09,-0.12,ANOM2
6.13,-0.35,7.9,0.4,-0.13,-0.08,ANOM2
6.27,0.32,7.94,0.38,-0.15,-0.08,ANOM2
5.94,0.39,8.17,0.31,-0.09,-0.14,ANOM2
5.8,1.18,8.08,0.29,-0.07,-0.11,ANOM2
6.11,0.25,8.32,0.3,-0.09,-0.07,ANOM2
5.73,0.51,8.28,0.31,-0.09,-0.05,ANOM2
5.92,0.81,7.61,0.28,-0.07,-0.08,ANOM2
5.93,1.34,7.8,0.24,-0.07,-0.07,ANOM2
5.88,0.25,8.83,0.28,-0.1,0.0,ANOM2
5.67,0.6,8.67,0.29,-0.1,0.04,ANOM2
5.24,0.88,7.66,0.25,-0.06,-0.0,ANOM2
5.56,1.01,7.66,0.21,-0.07,0.04,ANOM2
6.68,0.04,8.65,0.23,-0.11,0.11,ANOM2
5.63,0.24,8.32,0.23,-0.09,0.12,ANOM2
5.57,0.23,8.09,0.21,-0.05,0.08,ANOM2
5.81,0.52,8.17,0.17,-0.04,0.07,ANOM2
5.47,-0.69,7.93,0.21,-0.08,0.12,ANOM2
5.8,-0.52,8.35,0.21,-0.1,0.14,ANOM2
6.0,-0.43,8.03,0.2,-0.06,0.07,ANOM2
5.72,0.11,7.78,0.17,-0.05,0.05,ANOM2
5.58,-1.43,8.76,0.19,-0.07,0.11,ANOM2
5.14,-1.0,8.6,0.2,-0.06,0.11,ANOM2
5.71,-0.82,7.8,0.18,-0.04,0.06,ANOM2
6.07,-0.41,7.69,0.18,-0.06,0.04,ANOM2
5.78,-1.8,8.5,0.2,-0.11,0.08,ANOM2
5.18,-1.78,9.05,0.2,-0.08,0.07,ANOM2
5.75,-1.25,7.97,0.24,-0.05,0.0,ANOM2
5.79,-1.28,7.75,0.25,-0.08,-0.01,ANOM2
5.32,-2.37,8.97,0.27,-0.11,0.05,ANOM2
5.15,-1.64,8.72,0.31,-0.09,0.03,ANOM2
5.8,-1.57,7.93,0.36,-0.09,-0.03,ANOM2
5.76,-1.21,8.15,0.36,-0.11,-0.02,ANOM2
4.86,-2.19,8.99,0.35,-0.12,0.01,ANOM2
4.99,-1.49,8.52,0.4,-0.1,0.0,ANOM2
6.48,-1.18,7.53,0.45,-0.13,-0.02,ANOM2
6.04,-0.73,7.95,0.44,-0.14,-0.06,ANOM2
5.09,-1.56,9.11,0.42,-0.13,-0.01,ANOM2
5.15,-0.61,8.54,0.48,-0.11,-0.02,ANOM2
5.81,-0.3,7.64,0.5,-0.13,-0.05,ANOM2
5.91,-0.08,7.9,0.47,-0.15,-0.07,ANOM2
5.59,-0.18,8.62,0.41,-0.17,-0.02,ANOM2
5.74,0.7,8.36,0.43,-0.15,-0.01,ANOM2
6.35,0.84,7.87,0.42,-0.14,-0.03,ANOM2
6.09,1.31,7.73,0.35,-0.11,-0.07,ANOM2
5.36,0.44,8.55,0.29,-0.11,-0.02,ANOM2
6.19,1.24,7.95,0.31,-0.11,-0.01,ANOM2
6.66,1.14,7.59,0.28,-0.11,-0.06,ANOM2
6.09,1.37,7.8,0.26,-0.11,-0.06,ANOM2
5.61,0.76,8.56,0.18,-0.09,-0.02,ANOM2
5.49,1.02,8.57,0.22,-0.07,-0.0,ANOM2
6.22,0.95,7.59,0.23,-0.1,0.02,ANOM2
6.22,0.83,7.42,0.19,-0.1,0.01,ANOM2
5.75,0.22,8.56,0.14,-0.1,0.08,ANOM2
6.14,0.36,8.71,0.18,-0.08,0.11,ANOM2
6.17,0.35,7.76,0.21,-0.08,0.1,ANOM2
5.88,0.01,7.59,0.18,-0.08,0.09,ANOM2
5.8,-0.57,8.78,0.12,-0.07,0.12,ANOM2
5.85,-0.18,7.81,0.18,-0.06,0.14,ANOM2
6.44,-0.56,7.81,0.21,-0.07,0.14,ANOM2
6.14,-0.91,8.29,0.16,-0.05,0.08,ANOM2
5.0,-1.15,8.54,0.1,-0.02,0.09,ANOM2
5.7,-0.9,7.94,0.15,-0.04,0.12,ANOM2
6.38,-1.5,7.86,0.22,-0.06,0.09,ANOM2
5.57,-1.54,8.38,0.21,-0.05,0.06,ANOM2
5.05,-1.76,8.84,0.17,-0.02,0.07,ANOM2
5.04,-1.83,8.59,0.27,-0.04,0.1,ANOM2
5.38,-2.22,8.37,0.36,-0.07,0.11,ANOM2
5.21,-2.06,8.38,0.37,-0.08,0.08,ANOM2
5.01,-1.76,8.45,0.35,-0.08,0.08,ANOM2
5.38,-1.92,8.43,0.46,-0.12,0.13,ANOM2
5.5,-2.19,8.47,0.51,-0.16,0.15,ANOM2
5.13,-1.7,8.54,0.5,-0.12,0.1,ANOM2
4.91,-1.04,8.38,0.47,-0.11,0.11,ANOM2
5.67,-1.45,8.11,0.56,-0.15,0.15,ANOM2
5.86,-1.37,8.47,0.6,-0.18,0.15,ANOM2
5.55,-0.91,8.6,0.57,-0.15,0.09,ANOM2
5.23,0.28,8.03,0.53,-0.14,0.08,ANOM2
5.59,-0.32,8.34,0.57,-0.18,0.12,ANOM2
6.05,-0.02,8.14,0.56,-0.21,0.11,ANOM2
6.55,0.57,7.52,0.48,-0.2,0.05,ANOM2
6.22,1.29,7.84,0.41,-0.16,0.01,ANOM2
6.4,0.4,8.29,0.43,-0.16,0.06,ANOM2
6.52,0.68,8.19,0.39,-0.14,0.02,ANOM2
5.79,1.06,7.59,0.31,-0.08,-0.06,ANOM2
5.91,1.53,7.35,0.26,-0.07,-0.06,ANOM2
6.64,0.7,8.07,0.26,-0.1,-0.04,ANOM2
6.36,0.7,8.59,0.25,-0.12,-0.02,ANOM2
5.78,1.08,7.71,0.23,-0.08,-0.05,ANOM2
5.5,1.51,7.44,0.17,-0.05,-0.06,ANOM2
6.11,0.2,8.39,0.18,-0.09,0.02,ANOM2
6.22,0.21,8.39,0.2,-0.1,0.08,ANOM2
5.99,0.57,7.56,0.17,-0.07,0.03,ANOM2
5.81,0.86,7.6,0.16,-0.05,0.05,ANOM2
6.3,-0.55,9.08,0.18,-0.09,0.12,ANOM2
5.13,-0.37,8.44,0.19,-0.05,0.14,ANOM2
5.75,-0.07,7.6,0.18,-0.04,0.1,ANOM2
6.45,-0.1,7.83,0.16,-0.04,0.08,ANOM2
5.9,-1.2,8.11,0.19,-0.08,0.14,ANOM2
5.54,-1.24,8.93,0.17,-0.05,0.15,ANOM2
5.56,-1.14,8.29,0.19,-0.02,0.1,ANOM2
5.8,-0.44,7.22,0.21,-0.03,0.08,ANOM2
5.48,-2.1,8.83,0.21,-0.07,0.14,ANOM2
5.17,-2.38,9.14,0.25,-0.08,0.17,ANOM2
5.54,-1.33,8.06,0.32,-0.06,0.13,ANOM2
5.64,-1.3,8.12,0.34,-0.08,0.12,ANOM2
4.86,-2.54,9.0,0.36,-0.12,0.17,ANOM2
4.88,-1.52,8.63,0.4,-0.11,0.19,ANOM2
6.12,-1.59,7.67,0.48,-0.12,0.14,ANOM2
6.22,-0.83,7.58,0.46,-0.14,0.13,ANOM2
5.34,-1.83,9.02,0.43,-0.14,0.17,ANOM2
4.97,-0.86,8.71,0.46,-0.1,0.15,ANOM2
6.01,-0.64,7.54,0.49,-0.12,0.12,ANOM2
6.25,-0.49,7.78,0.46,-0.15,0.08,ANOM2
5.32,-1.22,8.79,0.39,-0.14,0.08,ANOM2
5.66,-0.41,8.5,0.44,-0.13,0.1,ANOM2
6.5,-0.09,7.55,0.48,-0.13,0.04,ANOM2
5.96,-0.15,8.08,0.43,-0.13,-0.01,ANOM2
5.15,-0.69,8.63,0.35,-0.12,0.04,ANOM2
5.8,0.38,7.99,0.42,-0.11,0.03,ANOM2
6.7,-0.03,7.69,0.42,-0.15,0.03,ANOM2
6.29,0.15,8.26,0.37,-0.14,0.01,ANOM2
5.2,0.12,8.75,0.3,-0.1,0.03,ANOM2
5.54,0.43,8.11,0.38,-0.1,0.06,ANOM2
6.43,0.09,7.76,0.4,-0.15,0.07,ANOM2
6.13,0.25,8.09,0.35,-0.14,0.05,ANOM2
5.44,0.48,8.45,0.3,-0.1,0.08,ANOM2
5.86,0.44,8.2,0.39,-0.11,0.14,ANOM2
6.32,-0.04,7.99,0.4,-0.14,0.18,ANOM2
5.54,0.19,8.11,0.35,-0.1,0.16,ANOM2
5.32,0.57,8.2,0.3,-0.09,0.2,ANOM2
6.29,-0.11,7.87,0.4,-0.13,0.27,ANOM2
6.33,-0.42,8.26,0.42,-0.16,0.31,ANOM2
5.47,-0.44,8.59,0.38,-0.11,0.27,ANOM2
5.06,0.13,8.23,0.37,-0.08,0.3,ANOM2
5.94,-0.56,7.99,0.45,-0.12,0.38,ANOM2
6.22,-0.91,8.05,0.48,-0.15,0.39,ANOM2
6.37,-0.55,7.87,0.42,-0.13,0.35,ANOM2
5.59,-0.8,8.26,0.36,-0.08,0.33,ANOM2
6.07,-1.47,8.26,0.51,-0.12,0.42,ANOM2
6.39,-1.44,7.91,0.48,-0.11,0.36,ANOM2
5.31,-1.64,8.39,0.47,-0.07,0.31,ANOM2
5.73,-0.86,7.85,0.5,-0.08,0.36,ANOM2
6.05,-1.61,8.26,0.56,-0.1,0.35,ANOM2
5.23,-1.94,8.87,0.6,-0.12,0.38,ANOM2
5.08,-1.33,8.24,0.6,-0.1,0.35,ANOM2
4.91,-0.59,8.06,0.57,-0.09,0.32,ANOM2
5.54,-1.48,8.18,0.64,-0.16,0.4,ANOM2
5.85,-1.43,8.58,0.67,-0.2,0.44,ANOM2
5.46,-0.64,8.37,0.65,-0.15,0.36,ANOM2
5.38,0.04,8.12,0.64,-0.13,0.34,ANOM2
5.56,-1.03,8.31,0.68,-0.18,0.39,ANOM2
5.45,-0.63,8.52,0.66,-0.19,0.41,ANOM2
5.82,0.13,7.69,0.65,-0.18,0.34,ANOM2
6.26,1.2,7.5,0.6,-0.18,0.32,ANOM2
6.18,-0.14,8.43,0.58,-0.22,0.37,ANOM2
5.66,0.48,8.52,0.55,-0.19,0.37,ANOM2
6.11,1.17,7.45,0.52,-0.15,0.29,ANOM2
6.62,1.62,7.09,0.45,-0.14,0.23,ANOM2
6.61,0.05,8.08,0.41,-0.18,0.27,ANOM2
6.46,0.75,8.32,0.38,-0.16,0.28,ANOM2
6.65,1.26,7.29,0.34,-0.1,0.15,ANOM2
6.3,1.28,7.2,0.27,-0.08,0.11,ANOM2
6.36,-0.47,8.57,0.22,-0.11,0.17,ANOM2
6.07,0.36,7.77,0.19,-0.08,0.14,ANOM2
6.71,0.39,7.17,0.18,-0.06,0.05,ANOM2
6.91,0.46,7.78,0.15,-0.07,0.04,ANOM2
5.75,-1.17,8.72,0.12,-0.06,0.07,ANOM2
5.31,-0.39,8.28,0.15,-0.03,0.08,ANOM2
6.2,-0.56,7.51,0.17,-0.03,0.02,ANOM2
6.25,-0.66,7.63,0.17,-0.06,0.03,ANOM2
5.91,-1.62,8.67,0.16,-0.09,0.1,ANOM2
5.28,-1.01,8.62,0.19,-0.05,0.1,ANOM2
5.73,-1.01,7.56,0.22,-0.05,0.09,ANOM2
6.06,-0.92,7.66,0.23,-0.07,0.08,ANOM2
5.54,-2.09,8.68,0.2,-0.08,0.13,ANOM2
5.62,-1.64,8.55,0.25,-0.08,0.16,ANOM2
6.23,-1.36,7.74,0.33,-0.08,0.13,ANOM2
5.82,-1.4,8.08,0.33,-0.08,0.1,ANOM2
5.12,-2.36,8.84,0.34,-0.09,0.15,ANOM2
5.19,-1.78,8.45,0.42,-0.08,0.17,ANOM2
6.06,-2.01,7.76,0.49,-0.1,0.15,ANOM2
6.13,-1.5,7.83,0.5,-0.12,0.15,ANOM2
5.35,-2.17,8.81,0.49,-0.12,0.19,ANOM2
5.2,-1.63,8.62,0.55,-0.1,0.21,ANOM2
5.96,-1.29,7.7,0.61,-0.12,0.19,ANOM2
5.95,-1.13,7.84,0.62,-0.13,0.16,ANOM2
5.42,-1.21,8.62,0.54,-0.13,0.2,ANOM2
5.5,-0.3,8.45,0.61,-0.13,0.21,ANOM2
6.09,0.02,7.79,0.63,-0.14,0.19,ANOM2
6.1,-0.12,7.99,0.57,-0.15,0.15,ANOM2
5.27,0.13,8.43,0.49,-0.15,0.17,ANOM2
5.8,0.63,7.98,0.53,-0.15,0.19,ANOM2
6.79,0.59,7.58,0.55,-0.17,0.17,ANOM2
6.57,0.71,8.03,0.47,-0.16,0.13,ANOM2
5.54,0.62,8.6,0.38,-0.13,0.14,ANOM2
5.54,1.21,8.0,0.43,-0.11,0.16,ANOM2
6.51,0.72,7.61,0.43,-0.15,0.16,ANOM2
