ax,ay,az,gx,gy,gz,target
5.29,-0.26,8.58,0.21,-0.06,-0.04,MOV3
5.77,-0.44,8.22,0.28,-0.07,-0.02,MOV3
5.92,-0.31,8.03,0.27,-0.08,-0.04,MOV3
5.56,-0.49,8.06,0.22,-0.06,-0.08,MOV3
5.48,-0.22,8.25,0.2,-0.06,-0.05,MOV3
6.15,-0.65,8.11,0.28,-0.1,-0.02,MOV3
5.88,-0.38,8.24,0.26,-0.09,-0.04,MOV3
5.43,-0.4,8.34,0.21,-0.06,-0.1,MOV3
5.13,-0.16,8.29,0.19,-0.05,-0.08,MOV3
5.77,-0.93,8.1,0.26,-0.09,-0.03,MOV3
6.1,-0.38,8.02,0.25,-0.11,-0.05,MOV3
5.93,-0.25,8.15,0.21,-0.07,-0.11,MOV3
5.37,-0.12,8.5,0.19,-0.06,-0.09,MOV3
5.51,-0.96,8.56,0.24,-0.08,-0.05,MOV3
5.68,-0.26,7.96,0.24,-0.08,-0.07,MOV3
5.98,-0.39,7.78,0.21,-0.07,-0.12,MOV3
5.76,-0.25,8.33,0.18,-0.08,-0.1,MOV3
5.67,-0.9,8.68,0.23,-0.09,-0.06,MOV3
5.88,-0.21,8.13,0.25,-0.09,-0.08,MOV3
5.79,-0.47,7.98,0.21,-0.07,-0.13,MOV3
5.31,-0.33,8.29,0.18,-0.07,-0.1,MOV3
5.75,-0.8,8.26,0.22,-0.09,-0.06,MOV3
6.32,-0.34,8.09,0.27,-0.11,-0.07,MOV3
5.87,-0.48,8.31,0.22,-0.09,-0.1,MOV3
5.21,-0.21,8.53,0.18,-0.06,-0.1,MOV3
5.39,-0.64,8.35,0.24,-0.07,-0.06,MOV3
6.03,-0.6,7.99,0.28,-0.11,-0.05,MOV3
6.0,-0.45,8.13,0.23,-0.1,-0.08,MOV3
5.54,0.02,8.23,0.21,-0.07,-0.09,MOV3
5.66,-0.71,8.51,0.26,-0.09,-0.03,MOV3
5.79,-0.65,8.44,0.29,-0.1,-0.02,MOV3
5.39,-0.31,8.17,0.25,-0.07,-0.06,MOV3
5.57,-0.06,7.86,0.23,-0.06,-0.07,MOV3
6.1,-0.73,8.32,0.27,-0.11,-0.01,MOV3
5.85,-0.59,8.53,0.29,-0.12,0.01,MOV3
5.49,-0.31,8.45,0.26,-0.07,-0.05,MOV3
5.42,0.01,8.1,0.25,-0.05,-0.05,MOV3
5.68,-0.82,8.22,0.27,-0.09,0.0,MOV3
5.78,-0.74,8.36,0.29,-0.11,0.02,MOV3
5.96,-0.08,7.92,0.27,-0.08,-0.04,MOV3
5.83,0.0,8.14,0.26,-0.07,-0.04,MOV3
5.56,-0.97,8.65,0.27,-0.09,0.01,MOV3
5.18,-0.53,8.75,0.28,-0.09,0.02,MOV3
5.55,-0.18,7.74,0.27,-0.06,-0.04,MOV3
6.2,-0.08,7.7,0.26,-0.09,-0.03,MOV3
5.89,-0.96,8.65,0.27,-0.12,0.02,MOV3
5.11,-0.43,8.92,0.28,-0.08,0.02,MOV3
5.67,-0.13,7.82,0.28,-0.06,-0.04,MOV3
5.71,-0.05,7.88,0.26,-0.07,-0.03,MOV3
5.52,-1.08,8.63,0.25,-0.11,0.02,MOV3
5.56,-0.28,8.46,0.27,-0.09,0.02,MOV3
6.2,-0.17,7.85,0.29,-0.08,-0.03,MOV3
5.79,-0.28,8.29,0.27,-0.09,-0.02,MOV3
4.98,-0.93,8.94,0.24,-0.08,0.02,MOV3
5.04,-0.23,8.44,0.28,-0.07,0.01,MOV3
6.28,-0.38,7.52,0.3,-0.09,-0.02,MOV3
6.2,-0.32,8.08,0.27,-0.12,-0.02,MOV3
5.25,-0.79,8.96,0.24,-0.1,0.02,MOV3
5.26,-0.14,8.33,0.29,-0.07,0.01,MOV3
6.04,-0.42,7.81,0.3,-0.09,-0.01,MOV3
5.72,-0.39,8.0,0.27,-0.09,-0.02,MOV3
5.43,-0.79,8.56,0.24,-0.1,0.02,MOV3
5.85,-0.18,8.15,0.3,-0.09,0.01,MOV3
6.22,-0.43,8.01,0.31,-0.1,-0.0,MOV3
5.49,-0.37,8.37,0.27,-0.08,-0.02,MOV3
5.06,-0.56,8.48,0.24,-0.07,0.01,MOV3
5.59,-0.37,7.9,0.3,-0.08,0.01,MOV3
6.51,-0.42,7.68,0.31,-0.11,0.01,MOV3
5.91,-0.33,8.37,0.27,-0.1,-0.02,MOV3
5.17,-0.48,8.71,0.24,-0.07,0.01,MOV3
5.51,-0.4,8.09,0.3,-0.07,0.02,MOV3
6.1,-0.49,7.72,0.3,-0.1,0.01,MOV3
5.96,-0.39,8.13,0.27,-0.1,-0.02,MOV3
5.56,-0.41,8.45,0.24,-0.09,0.01,MOV3
5.87,-0.43,8.26,0.31,-0.09,0.02,MOV3
6.03,-0.39,8.06,0.31,-0.1,0.02,MOV3
5.48,-0.34,8.2,0.27,-0.07,-0.02,MOV3
5.32,-0.35,8.32,0.24,-0.07,0.0,MOV3
6.11,-0.5,8.19,0.3,-0.1,0.03,MOV3
6.43,-0.31,8.0,0.31,-0.12,0.02,MOV3
5.72,-0.4,8.47,0.27,-0.09,-0.02,MOV3
5.07,-0.25,8.6,0.23,-0.06,-0.01,MOV3
5.62,-0.59,8.14,0.29,-0.08,0.02,MOV3
6.22,-0.48,7.84,0.3,-0.12,0.01,MOV3
5.97,-0.42,8.15,0.26,-0.1,-0.02,MOV3
5.47,-0.23,8.5,0.23,-0.08,-0.0,MOV3
5.68,-0.57,8.4,0.29,-0.09,0.02,MOV3
5.87,-0.41,8.18,0.3,-0.1,0.01,MOV3
5.6,-0.48,7.96,0.26,-0.08,-0.03,MOV3
5.53,-0.21,8.21,0.24,-0.08,-0.01,MOV3
6.01,-0.66,8.36,0.29,-0.11,0.02,MOV3
6.17,-0.45,8.26,0.31,-0.12,0.02,MOV3
5.52,-0.39,8.27,0.27,-0.08,-0.03,MOV3
5.18,-0.2,8.33,0.24,-0.06,-0.01,MOV3
5.82,-0.78,8.07,0.29,-0.1,0.02,MOV3
6.21,-0.43,8.08,0.3,-0.13,0.02,MOV3
5.9,-0.37,8.2,0.27,-0.09,-0.03,MOV3
5.5,-0.13,8.46,0.24,-0.08,-0.01,MOV3
5.57,-0.78,8.41,0.29,-0.09,0.02,MOV3
5.72,-0.38,8.17,0.3,-0.1,0.01,MOV3
5.88,-0.45,7.84,0.27,-0.09,-0.03,MOV3
5.82,-0.06,8.15,0.25,-0.09,-0.02,MOV3
5.85,-0.78,8.5,0.29,-0.11,0.02,MOV3
5.62,-0.42,8.34,0.3,-0.1,0.02,MOV3
5.53,-0.37,8.13,0.27,-0.07,-0.03,MOV3
5.38,-0.1,8.11,0.25,-0.06,-0.02,MOV3
5.95,-0.86,8.26,0.29,-0.11,0.03,MOV3
6.07,-0.38,8.33,0.3,-0.12,0.02,MOV3
5.67,-0.29,8.28,0.28,-0.08,-0.03,MOV3
5.38,0.0,8.23,0.26,-0.06,-0.02,MOV3
5.54,-0.79,8.43,0.28,-0.09,0.02,MOV3
5.7,-0.48,8.13,0.3,-0.1,0.02,MOV3
6.02,-0.37,7.92,0.27,-0.09,-0.02,MOV3
5.82,0.08,8.16,0.26,-0.09,-0.02,MOV3
5.57,-0.92,8.76,0.28,-0.1,0.03,MOV3
5.42,-0.36,8.37,0.29,-0.09,0.02,MOV3
5.54,-0.28,7.97,0.27,-0.07,-0.03,MOV3
5.71,-0.09,7.91,0.25,-0.08,-0.02,MOV3
6.01,-0.87,8.6,0.28,-0.12,0.03,MOV3
5.72,-0.34,8.44,0.3,-0.11,0.02,MOV3
5.61,-0.31,8.16,0.27,-0.07,-0.03,MOV3
5.4,-0.03,8.02,0.26,-0.07,-0.02,MOV3
5.54,-0.95,8.46,0.27,-0.1,0.03,MOV3
5.8,-0.41,8.08,0.3,-0.11,0.02,MOV3
6.08,-0.32,8.0,0.27,-0.09,-0.02,MOV3
5.7,-0.05,8.24,0.26,-0.08,-0.02,MOV3
5.36,-0.95,8.78,0.27,-0.09,0.03,MOV3
5.39,-0.39,8.37,0.29,-0.08,0.02,MOV3
6.05,-0.34,7.64,0.28,-0.08,-0.02,MOV3
6.02,-0.18,7.83,0.26,-0.09,-0.02,MOV3
5.82,-0.96,8.71,0.27,-0.12,0.03,MOV3
5.46,-0.35,8.5,0.29,-0.09,0.02,MOV3
5.72,-0.22,7.82,0.28,-0.07,-0.03,MOV3
5.69,-0.23,7.79,0.26,-0.08,-0.02,MOV3
5.7,-1.02,8.49,0.26,-0.11,0.03,MOV3
5.85,-0.29,8.24,0.29,-0.1,0.02,MOV3
6.14,-0.2,7.95,0.29,-0.09,-0.03,MOV3
5.61,-0.23,8.27,0.27,-0.08,-0.02,MOV3
5.17,-0.95,8.63,0.26,-0.09,0.03,MOV3
5.5,-0.34,8.2,0.3,-0.08,0.02,MOV3
6.36,-0.24,7.59,0.29,-0.1,-0.02,MOV3
6.11,-0.16,7.95,0.27,-0.1,-0.02,MOV3
5.43,-0.95,8.85,0.26,-0.1,0.03,MOV3
5.33,-0.26,8.46,0.3,-0.08,0.01,MOV3
5.93,-0.19,7.74,0.29,-0.08,-0.02,MOV3
5.86,-0.37,7.99,0.27,-0.09,-0.02,MOV3
5.58,-0.75,8.69,0.25,-0.1,0.03,MOV3
5.85,-0.18,8.27,0.3,-0.09,0.02,MOV3
6.09,-0.27,7.99,0.29,-0.09,-0.02,MOV3
5.43,-0.32,8.39,0.26,-0.08,-0.02,MOV3
5.08,-0.82,8.65,0.25,-0.08,0.03,MOV3
5.75,-0.26,8.02,0.3,-0.08,0.02,MOV3
6.44,-0.25,7.83,0.3,-0.11,-0.0,MOV3
5.92,-0.34,8.38,0.27,-0.11,-0.0,MOV3
5.07,-0.78,8.94,0.26,-0.09,0.04,MOV3
5.27,-0.28,8.33,0.31,-0.07,0.03,MOV3
6.07,-0.37,7.71,0.32,-0.1,0.02,MOV3
6.02,-0.38,8.08,0.29,-0.12,0.02,MOV3
5.21,-0.66,8.89,0.26,-0.1,0.06,MOV3
5.41,-0.45,8.45,0.35,-0.1,0.09,MOV3
6.13,-0.24,7.85,0.35,-0.11,0.06,MOV3
5.36,-0.49,8.28,0.31,-0.11,0.05,MOV3
5.07,-0.76,8.76,0.32,-0.11,0.13,MOV3
6.0,-0.33,8.05,0.39,-0.13,0.15,MOV3
6.29,-0.36,8.04,0.39,-0.15,0.12,MOV3
5.54,-0.44,8.58,0.36,-0.13,0.13,MOV3
4.92,-0.62,8.79,0.35,-0.11,0.18,MOV3
5.58,-0.46,8.07,0.42,-0.12,0.2,MOV3
6.49,-0.44,7.71,0.43,-0.16,0.18,MOV3
5.94,-0.37,8.31,0.38,-0.14,0.16,MOV3
5.2,-0.44,8.77,0.37,-0.12,0.21,MOV3
5.82,-0.44,8.17,0.45,-0.12,0.22,MOV3
6.21,-0.31,7.83,0.43,-0.12,0.19,MOV3
5.66,-0.49,8.1,0.38,-0.11,0.16,MOV3
5.51,-0.48,8.55,0.37,-0.11,0.21,MOV3
6.18,-0.44,8.1,0.45,-0.12,0.22,MOV3
6.23,-0.33,8.03,0.43,-0.12,0.19,MOV3
5.56,-0.39,8.4,0.38,-0.1,0.16,MOV3
5.02,-0.47,8.6,0.36,-0.09,0.2,MOV3
5.88,-0.56,7.91,0.44,-0.11,0.22,MOV3
6.57,-0.27,7.74,0.43,-0.14,0.2,MOV3
5.79,-0.41,8.34,0.38,-0.11,0.16,MOV3
5.06,-0.34,8.69,0.37,-0.09,0.21,MOV3
5.69,-0.5,8.15,0.44,-0.1,0.23,MOV3
6.11,-0.32,7.81,0.43,-0.12,0.2,MOV3
5.78,-0.52,8.02,0.39,-0.11,0.18,MOV3
5.51,-0.31,8.46,0.38,-0.11,0.22,MOV3
5.92,-0.69,8.25,0.45,-0.12,0.25,MOV3
5.97,-0.32,8.01,0.45,-0.13,0.23,MOV3
5.46,-0.4,8.15,0.4,-0.1,0.18,MOV3
5.19,-0.45,8.43,0.38,-0.1,0.23,MOV3
6.04,-0.79,8.04,0.45,-0.14,0.26,MOV3
6.38,-0.23,7.92,0.45,-0.14,0.24,MOV3
5.69,-0.39,8.3,0.41,-0.11,0.19,MOV3
5.16,-0.38,8.42,0.38,-0.1,0.23,MOV3
5.63,-0.8,8.14,0.45,-0.12,0.26,MOV3
6.16,-0.37,7.73,0.44,-0.13,0.23,MOV3
6.15,-0.43,7.93,0.41,-0.13,0.19,MOV3
5.61,-0.3,8.42,0.38,-0.12,0.22,MOV3
5.72,-0.79,8.41,0.44,-0.12,0.25,MOV3
6.08,-0.32,7.9,0.45,-0.13,0.22,MOV3
5.74,-0.44,7.94,0.4,-0.11,0.18,MOV3
5.55,-0.35,8.22,0.37,-0.11,0.21,MOV3
6.18,-0.67,8.18,0.44,-0.14,0.24,MOV3
6.34,-0.46,8.06,0.44,-0.14,0.22,MOV3
5.64,-0.51,8.26,0.39,-0.1,0.16,MOV3
5.17,-0.18,8.31,0.36,-0.09,0.18,MOV3
5.88,-0.74,8.05,0.42,-0.11,0.22,MOV3
6.44,-0.58,7.9,0.43,-0.15,0.21,MOV3
6.05,-0.45,8.18,0.38,-0.12,0.15,MOV3
5.43,0.03,8.36,0.36,-0.09,0.17,MOV3
5.75,-0.84,8.24,0.42,-0.11,0.21,MOV3
5.93,-0.56,8.16,0.43,-0.13,0.2,MOV3
5.72,-0.51,7.89,0.38,-0.1,0.15,MOV3
5.79,0.01,7.94,0.36,-0.1,0.17,MOV3
6.13,-0.89,8.3,0.43,-0.14,0.23,MOV3
5.81,-0.59,8.38,0.43,-0.13,0.22,MOV3
5.46,-0.45,7.99,0.39,-0.09,0.16,MOV3
5.33,0.09,7.9,0.38,-0.08,0.18,MOV3
6.1,-1.09,8.07,0.44,-0.14,0.24,MOV3
6.17,-0.5,8.22,0.44,-0.16,0.24,MOV3
5.78,-0.36,8.19,0.41,-0.11,0.18,MOV3
5.56,0.09,8.04,0.4,-0.09,0.19,MOV3
5.77,-1.25,8.42,0.43,-0.14,0.26,MOV3
5.74,-0.5,8.15,0.44,-0.14,0.26,MOV3
6.01,-0.37,7.76,0.42,-0.11,0.19,MOV3
6.19,0.08,7.78,0.41,-0.12,0.2,MOV3
5.87,-1.28,8.7,0.43,-0.15,0.27,MOV3
5.44,-0.36,8.37,0.44,-0.12,0.26,MOV3
5.88,-0.31,7.61,0.43,-0.09,0.19,MOV3
6.18,-0.15,7.64,0.41,-0.12,0.2,MOV3
6.1,-1.33,8.55,0.42,-0.16,0.28,MOV3
5.88,-0.28,8.3,0.45,-0.14,0.26,MOV3
6.01,-0.37,7.9,0.43,-0.1,0.2,MOV3
5.75,-0.14,7.83,0.41,-0.1,0.2,MOV3
5.58,-1.3,8.47,0.41,-0.13,0.27,MOV3
5.94,-0.32,8.05,0.45,-0.13,0.25,MOV3
6.52,-0.37,7.53,0.43,-0.12,0.2,MOV3
6.17,-0.15,8.0,0.41,-0.12,0.2,MOV3
5.43,-1.16,8.67,0.4,-0.12,0.25,MOV3
5.44,-0.34,8.24,0.44,-0.1,0.24,MOV3
6.36,-0.43,7.4,0.43,-0.11,0.2,MOV3
6.2,-0.3,7.75,0.4,-0.12,0.19,MOV3
5.81,-1.02,8.56,0.39,-0.14,0.24,MOV3
5.71,-0.31,8.32,0.44,-0.12,0.24,MOV3
6.14,-0.45,7.74,0.43,-0.11,0.19,MOV3
5.77,-0.36,7.87,0.4,-0.11,0.18,MOV3
5.56,-0.91,8.48,0.38,-0.12,0.23,MOV3
5.99,-0.37,7.96,0.44,-0.12,0.24,MOV3
6.61,-0.44,7.8,0.44,-0.13,0.2,MOV3
5.88,-0.41,8.25,0.41,-0.12,0.19,MOV3
5.15,-0.78,8.69,0.38,-0.11,0.24,MOV3
5.7,-0.54,7.96,0.45,-0.11,0.24,MOV3
6.58,-0.58,7.68,0.45,-0.14,0.22,MOV3
6.23,-0.48,7.91,0.41,-0.13,0.19,MOV3
5.54,-0.63,8.61,0.38,-0.12,0.24,MOV3
5.81,-0.56,8.07,0.46,-0.12,0.25,MOV3
6.2,-0.56,7.75,0.45,-0.13,0.23,MOV3
5.91,-0.6,7.92,0.4,-0.12,0.19,MOV3
5.75,-0.34,8.13,0.38,-0.12,0.22,MOV3
6.33,-0.57,7.87,0.46,-0.14,0.25,MOV3
6.44,-0.64,7.94,0.45,-0.14,0.23,MOV3
5.69,-0.52,8.22,0.4,-0.1,0.18,MOV3
5.34,-0.2,8.08,0.37,-0.09,0.21,MOV3
6.15,-0.97,8.06,0.45,-0.13,0.25,MOV3
6.46,-0.67,7.88,0.44,-0.15,0.23,MOV3
6.16,-0.43,8.07,0.4,-0.12,0.17,MOV3
5.58,-0.12,8.27,0.39,-0.1,0.21,MOV3
5.83,-1.06,8.25,0.44,-0.12,0.24,MOV3
5.98,-0.56,8.05,0.43,-0.13,0.23,MOV3
6.18,-0.49,7.58,0.41,-0.11,0.18,MOV3
5.97,-0.16,7.86,0.39,-0.11,0.2,MOV3
6.17,-1.13,8.31,0.43,-0.14,0.24,MOV3
5.88,-0.43,8.19,0.44,-0.12,0.23,MOV3
5.82,-0.45,7.76,0.41,-0.09,0.17,MOV3
5.84,-0.23,7.83,0.38,-0.1,0.19,MOV3
6.12,-1.16,8.32,0.41,-0.14,0.24,MOV3
6.24,-0.41,8.04,0.44,-0.14,0.23,MOV3
6.2,-0.49,8.01,0.41,-0.11,0.18,MOV3
5.61,-0.26,8.14,0.39,-0.09,0.18,MOV3
5.58,-1.14,8.4,0.4,-0.12,0.24,MOV3
5.99,-0.5,7.88,0.44,-0.12,0.23,MOV3
6.46,-0.56,7.78,0.42,-0.12,0.19,MOV3
6.09,-0.2,7.87,0.39,-0.12,0.19,MOV3
5.71,-1.01,8.53,0.41,-0.13,0.24,MOV3
5.73,-0.57,8.16,0.44,-0.12,0.24,MOV3
6.0,-0.59,7.62,0.42,-0.11,0.19,MOV3
6.05,-0.35,7.73,0.39,-0.11,0.18,MOV3
6.07,-0.88,8.26,0.4,-0.14,0.24,MOV3
6.17,-0.63,8.18,0.44,-0.14,0.24,MOV3
6.04,-0.5,7.9,0.42,-0.11,0.19,MOV3
5.69,-0.27,7.9,0.39,-0.09,0.17,MOV3
5.74,-1.01,8.24,0.39,-0.12,0.22,MOV3
6.11,-0.68,8.06,0.43,-0.13,0.23,MOV3
6.49,-0.46,7.82,0.42,-0.12,0.19,MOV3
6.23,-0.23,7.97,0.39,-0.11,0.16,MOV3
5.64,-0.98,8.43,0.38,-0.11,0.21,MOV3
5.6,-0.71,8.23,0.42,-0.1,0.22,MOV3
6.29,-0.57,7.53,0.42,-0.11,0.19,MOV3
6.52,-0.36,7.49,0.4,-0.12,0.16,MOV3
6.03,-0.95,8.34,0.37,-0.13,0.21,MOV3
5.82,-0.68,8.23,0.42,-0.12,0.22,MOV3
6.17,-0.54,7.69,0.43,-0.11,0.19,MOV3
6.12,-0.44,7.58,0.4,-0.11,0.16,MOV3
5.78,-0.84,8.22,0.36,-0.12,0.2,MOV3
6.09,-0.64,8.24,0.42,-0.13,0.22,MOV3
6.61,-0.53,7.74,0.43,-0.13,0.2,MOV3
6.13,-0.47,8.05,0.4,-0.11,0.16,MOV3
5.4,-0.7,8.31,0.36,-0.1,0.19,MOV3
5.75,-0.77,8.11,0.41,-0.11,0.22,MOV3
6.53,-0.67,7.73,0.43,-0.14,0.21,MOV3
6.38,-0.52,7.91,0.4,-0.13,0.16,MOV3
5.77,-0.53,8.3,0.36,-0.12,0.19,MOV3
5.65,-0.85,8.27,0.41,-0.11,0.22,MOV3
6.02,-0.67,7.96,0.43,-0.12,0.21,MOV3
6.16,-0.66,7.69,0.41,-0.12,0.17,MOV3
5.96,-0.42,8.04,0.37,-0.11,0.18,MOV3
6.05,-0.81,8.29,0.41,-0.13,0.22,MOV3
6.22,-0.74,8.03,0.44,-0.14,0.22,MOV3
5.93,-0.62,8.03,0.41,-0.1,0.17,MOV3
5.59,-0.39,7.97,0.37,-0.09,0.17,MOV3
6.05,-0.98,8.17,0.4,-0.12,0.21,MOV3
6.39,-0.72,7.99,0.43,-0.14,0.22,MOV3
6.16,-0.62,8.03,0.41,-0.11,0.17,MOV3
5.77,-0.33,8.09,0.37,-0.09,0.16,MOV3
5.65,-0.94,8.26,0.39,-0.11,0.2,MOV3
5.93,-0.86,8.07,0.42,-0.12,0.21,MOV3
6.35,-0.63,7.58,0.41,-0.11,0.17,MOV3
6.26,-0.24,7.82,0.37,-0.11,0.15,MOV3
5.81,-0.94,8.37,0.38,-0.11,0.2,MOV3
5.82,-0.9,8.4,0.42,-0.12,0.22,MOV3
5.96,-0.58,7.77,0.41,-0.1,0.17,MOV3
5.99,-0.35,7.65,0.38,-0.09,0.15,MOV3
6.13,-0.99,8.15,0.39,-0.12,0.2,MOV3
6.12,-0.77,8.22,0.42,-0.12,0.22,MOV3
6.27,-0.6,7.92,0.43,-0.11,0.18,MOV3
5.93,-0.33,7.86,0.4,-0.08,0.15,MOV3
5.67,-0.98,8.18,0.37,-0.1,0.19,MOV3
